modismo,modelo,precision,recall,f1_score,definicion_real,definicion_generada
agua,Amazon_Nova_Micro_V1,0.3899975121021271,0.3680192828178406,0.3786897361278534,Época del año con grandes lluvias y aumento del caudal de los ríos y lagunas hasta el máximo nivel de las zonas inundables.,"Referencia a algo que es común, trivial o poco significativo."
abajeño,Cohere_Command_R_08_2024,0.4298018217086792,0.4391867220401764,0.4344435930252075,Propio o nativo de las costas o de las tierras bajas.,Persona o origen de la parte sur del país.
abalear,Cohere_Command_R_08_2024,0.5479000210762024,0.5010793209075928,0.5234448313713074,Disparar a alguien o a algo de manera repetida con un arma de fuego.,"Casualmente, pegar o decir algo algo que asusta o sorprende."
abaleo,Cohere_Command_R_08_2024,0.4938589930534363,0.45209333300590515,0.4720541536808014,Situación en la que hay disparos repetidos que provienen de una o varias armas de fuego.,Acción de apunar o herir con una bala.
abanicar,Cohere_Command_R_08_2024,0.5465701818466187,0.4876730144023895,0.5154445767402649,"En el beisbol, fallar el bateador al no tocar la pelota que se le lanza habiendo hecho el movimiento completo del bate para golpearla.","Mover un objeto, como un abanico, para generar efecto."
abanico,Cohere_Command_R_08_2024,0.6243115663528442,0.5679190158843994,0.5947815775871277,Aparato eléctrico que crea una corriente de aire en una habitación para ventilarla y disminuir su temperatura.,Instrumento plano y móvil que se mueve para refrescar.
abarco,Cohere_Command_R_08_2024,0.34371840953826904,0.3241405785083771,0.33364254236221313,"Árbol maderable que alcanza una altura hasta 50 m, de hojas lanceoladas, follaje poco frondoso, la corteza se procesa para la elaboración de canastos.",Abordar o abarcar un tema o idea amplia.
abarrotes,Cohere_Command_R_08_2024,0.4955277442932129,0.4807013273239136,0.4880019426345825,Víveres de consumo diario.,Productos vendibles en tiendas de comestibles.
abeja,Cohere_Command_R_08_2024,0.4111633002758026,0.3961929976940155,0.40353935956954956,Ser hábil o astuto para salir bien librado de situaciones complicadas.,Insecto volador de color amarillo y negro con aguijón venenoso.
abejorrear,Cohere_Command_R_08_2024,0.4706164002418518,0.4519050717353821,0.4610709547996521,Manosear lujuriosamente a alguien en público.,"Acoso, seguimiento insistente a una persona con propuestas."
abismante,Cohere_Command_R_08_2024,0.5118078589439392,0.46142521500587463,0.48531240224838257,"Referido a alguien o a algo, que es sorprendente o muy notorio.","Impresionante, sorprendente, de impacto."
abombado,Cohere_Command_R_08_2024,0.525304913520813,0.5552918910980225,0.5398823618888855,"Referido a un alimento, que está descompuesto.",Personas o cosas infladas o abultadas.
aborrajado,Cohere_Command_R_08_2024,0.40983426570892334,0.35687389969825745,0.3815250098705292,"Plato típico hecho con dos capas de plátano maduro frito con un relleno de queso y bocadillo entre ellas, y que se apana y se frita hasta dorarse.","Estar lleno, repleto o sobrecargado de algo."
abotar,Cohere_Command_R_08_2024,0.4249435067176819,0.41194429993629456,0.4183429479598999,Ubicarse alguien o algo en la orilla del río o la acera.,Ingerir o tomar bebidas alcohólicas en exceso.
abozao,Cohere_Command_R_08_2024,0.4367848038673401,0.4047605097293854,0.4201633036136627,Danza caracterizada por movimientos pélvicos enérgicos y rápidos de los danzantes y se acompaña con frecuentes gritos.,Adjetivo para referirse a una persona impaciente o apurada.
abrebocas,Cohere_Command_R_08_2024,0.5084916353225708,0.5019457936286926,0.5051974654197693,Adelanto que a manera de muestra se ofrece como motivación para que el público asista a una presentación o a un espectáculo.,Apartir que prepara o presenta un evento.
abrigar,Cohere_Command_R_08_2024,0.3680490553379059,0.38587686419487,0.37675216794013977,Calentar los alimentos en la estufa.,Proteger o abrigar del frío o del peligro.
abrirse,Cohere_Command_R_08_2024,0.2745216488838196,0.30131423473358154,0.2872946262359619,Irse de un lugar.,Abandonar posiciones defensivas y asumir una postura más vulnerable.
abrochar,Cohere_Command_R_08_2024,0.545677661895752,0.49497777223587036,0.5190926790237427,Exigirle duramente a alguien que realice una tarea o cumpla con sus deberes.,Acordar algo o resolver una situación rápidamente.
abuelita,Cohere_Command_R_08_2024,0.4039068818092346,0.3991141617298126,0.4014962315559387,Cuna portátil para bebé que facilita llevarlo de un sitio a otro.,"Mujer mayor, generalmente matriarca de una familia."
abullonado,Cohere_Command_R_08_2024,0.3897879421710968,0.3023664951324463,0.34055641293525696,"Referido a un mueble o prenda de vestir, relleno o abultado por un material que se expande, utilizado en los textiles con que se recubren o elaboran estos objetos.",Perder la capacidad de reacción rápidamente.
aburria,Cohere_Command_R_08_2024,0.308912992477417,0.3018725514411926,0.30535218119621277,"Ave de hasta 70 cm de longitud, de cabeza pequeña, cuello largo y delgado, patas amarillas y pico de color azul pálido en la base y oscuro en el extremo.",Una reunión o fiesta en la que se comparte comida y bebidas.
aburrición,Cohere_Command_R_08_2024,0.6212062239646912,0.612636387348175,0.6168915629386902,Cosa o situación que produce pereza o falta de interés.,Sentimiento de tedio y aburrimiento extremo.
acabado,Cohere_Command_R_08_2024,0.5098544359207153,0.4816286563873291,0.4953397810459137,"Referido a una persona, con aspecto débil y enfermizo.","Estado de finalización total, completo o definitivo."
acabarropa,Cohere_Command_R_08_2024,0.4990851879119873,0.5149557590484619,0.5068962574005127,"Referido a una persona, holgazán.",Acción de seguir algo hasta el final o completado.
acabose,Cohere_Command_R_08_2024,0.4787149429321289,0.46127185225486755,0.46983155608177185,Acontecimiento irreparable o con el que se llega al extremo de una situación negativa.,"Indicativo del momento de máximo clímax, para bien o para mal."
acartonado,Cohere_Command_R_08_2024,0.6018383502960205,0.5688714385032654,0.5848907232284546,"Referido a una persona, poco natural en su comportamiento, esquemática.",Pereza o falta de naturalidad en el comportamiento.
acatar,Cohere_Command_R_08_2024,0.4438610076904297,0.4575328826904297,0.4505932629108429,Caer en cuenta de algo.,Observar y cumplir con sumisión las órdenes o normas.
accesar,Cohere_Command_R_08_2024,0.598336935043335,0.5739928483963013,0.5859121680259705,Tener acceso a los datos de un sistema informático.,Acceder o ingresar a un lugar o información.
aceite,Cohere_Command_R_08_2024,0.36478137969970703,0.3185272216796875,0.340088814496994,Comprobar o evaluar alguien la capacidad de otro sometiéndolo de manera inadvertida a una prueba o situación difícil para determinar el curso posterior de una acción.,"Mantenerse callado, no revelar secretos."
acelerado,Cohere_Command_R_08_2024,0.5699930787086487,0.5285617709159851,0.5484961867332458,"Referido a una persona, que actúa con precipitud, impaciencia.","Acción rápida, apresurada y enérgicamente impulsada."
acelere,Cohere_Command_R_08_2024,0.5621063709259033,0.5382157564163208,0.5499016642570496,Afán o rapidez exagerada con que se hace algo.,Acelerar o precipitar una acción o evento.
acema,Cohere_Command_R_08_2024,0.4607539176940918,0.34847941994667053,0.3968281149864197,"Pan dulce de forma redonda, elaborado con harina de trigo y bicarbonato sódico y condimentado con anís, papelón y, en ocasiones, queso rallado.","Espacio pequeño, estrecho o reducido."
acerola,Cohere_Command_R_08_2024,0.7606149315834045,0.6729658842086792,0.7141109108924866,"Arbusto de hasta 6 m de altura, corteza obscura y denso ramaje, hojas simples de color verde obscuro, flores de color lila, rosado y blanco, su fruto es redondo y comestible.","Fruta pequeña, redonda, de color rojo oscuro o morado."
achacado,Cohere_Command_R_08_2024,0.6496592164039612,0.6390779614448547,0.6443251371383667,"Referido a una persona, enferma o débil, especialmente por problemas asociados con la vejez.","Describir una persona con dificultades de movimiento, normalmente asociado a la edad."
achajuanado,Cohere_Command_R_08_2024,0.5975081920623779,0.5793865919113159,0.5883079171180725,"Referido a una persona o un animal, sofocado por el calor o el trabajo excesivo.","Describir a alguien que es diminuto, frágil o delicado."
achantada,Cohere_Command_R_08_2024,0.5328033566474915,0.5830919146537781,0.5568144917488098,"Depresión, abatimiento.","Acción de bajarse, abatirse o encogerse."
